gene_name	omim_inheritance	omim_phenotype
ACLY		
ACN	AD	meningioma, nf2-related, somatic, 607174 (3); schwannomatosis, somatic, 162091 (3); neurofibromatosis, type 2, 101000 (3),
ACN9		
ACO		
ACO1		
ACO2	AR	infantile cerebellar-retinal degeneration, 614559 (3), ; ?optic atrophy 9, 616289 (3),
ACOD1		
ACOD4	AD	?deafness, 79, 619086 (3),
ACONM	AR	infantile cerebellar-retinal degeneration, 614559 (3), ; ?optic atrophy 9, 616289 (3),
ACOT1		
ACOT11		
ACOT12		
ACOT13		
ACOT2		
ACOT4		
ACOT6		
ACOT7		
ACOT8		
ACOT9		
ACOX1	AD,AR	mitchell syndrome, 618960 (3), ; peroxisomal acyl-coa oxidase deficiency, 264470 (3),
ACOX2	AR	bile acid synthesis defect, congenital, 6, 617308 (3),
ACOX3		
ACP		
ACP-3		
ACP1		
ACP2	AR	?lysosomal acid phosphatase deficiency, 200950 (1),
ACP3		
ACP33	AR	mast syndrome, 248900 (3),
ACP4	AR	amelogenesis imperfecta, type ij, 617297 (3),
ACP5	AR	spondyloenchondrodysplasia with immune dysregulation, 607944 (3),
ACP6		
ACP7		
ACPA		
ACPIN1		
AcPL		
ACPL1		
ACPP		
ACPS		
ACPT	AR	amelogenesis imperfecta, type ij, 617297 (3),
ACR		?male infertility due to acrosin deficiency, 102480 (2)
ACR1		
ACRC		
Acrg		
ACRP		
ACRP30		adiponectin deficiency, 612556 (3)
ACRV1		
ACS		
ACS1		
ACS2		myelodysplastic syndrome (3); myelogenous leukemia, acute (3)
ACS3	AD	robinow-sorauf syndrome, 180750 (3), ; craniosynostosis 1, 123100 (3), ; sweeney-cox syndrome, 617746 (3), ; saethre-chotzen syndrome with or without eyelid anomalies, 101400 (3),
ACS4	XL,XLD	mental retardation, 63, 300387 (3),
ACS5		
ACSA		
ACSB		
ACSBG1		
ACSBG2		
ACSF1		
ACSF2		
ACSF3		combined malonic and methylmalonic aciduria, 614265 (3)
ACSF4		
ACSL1		
ACSL3		
ACSL4	XL,XLD	mental retardation, 63, 300387 (3),
ACSL5		
ACSL6		myelodysplastic syndrome (3); myelogenous leukemia, acute (3)
ACSM1		
ACSM2		
ACSM2A		
ACSM2B		
ACSM3		{?hypertension, essential} (1)
ACSM4		
ACSM5		
ACSMW		
ACSS1		
ACSS2		
ACSS3		
ACSVL1		
ACSVL3		
ACSVL4		ichthyosis prematurity syndrome, 608649 (3)
ACSVL5		
ACSVL6		
ACT		cerebrovascular disease, occlusive (3); alpha-1-antichymotrypsin deficiency (3)
Act-2		
ACT1	AR	?candidiasis, familial, 8, 615527 (3), ; {psoriasis susceptibility 13}, 614070 (3)
ACT35	AR	?immunodeficiency 16, 615593 (3),
ACTA	AR,AD	myopathy, actin, congenital, with cores, 161800 (3), ; nemaline myopathy 3, or , 161800 (3), ; myopathy, congenital, with fiber-type disproportion 1, 255310 (3), ; myopathy, actin, congenital, with excess of thin myofilaments, 161800 (3), ; ?myopathy, scapulohumeroperoneal, 616852 (3),
ACTA1	AR,AD	myopathy, actin, congenital, with cores, 161800 (3), ; nemaline myopathy 3, or , 161800 (3), ; myopathy, congenital, with fiber-type disproportion 1, 255310 (3), ; myopathy, actin, congenital, with excess of thin myofilaments, 161800 (3), ; ?myopathy, scapulohumeroperoneal, 616852 (3),
ACTA2	AD	aortic aneurysm, familial thoracic 6, 611788 (3), ; multisystemic smooth muscle dysfunction syndrome, 613834 (3), ; moyamoya disease 5, 614042 (3)
ACTA3	AD	visceral myopathy, 155310 (3),
ACTB	AD	?dystonia, juvenile-onset, 607371 (3), ; baraitser-winter syndrome 1, 243310 (3),
ACTBL1		
ACTBL2		
ACTBL3		
ACTC	AD	left ventricular noncompaction 4, 613424 (3), ; atrial septal defect 5, 612794 (3), ; cardiomyopathy, dilated, 1r, 613424 (3), ; cardiomyopathy, hypertrophic, 11, 612098 (3),
ACTC1	AD	left ventricular noncompaction 4, 613424 (3), ; atrial septal defect 5, 612794 (3), ; cardiomyopathy, dilated, 1r, 613424 (3), ; cardiomyopathy, hypertrophic, 11, 612098 (3),
ACTDP		
ACTG	AD	baraitser-winter syndrome 2, 614583 (3), ; deafness, 20/26, 604717 (3),
ACTG1	AD	baraitser-winter syndrome 2, 614583 (3), ; deafness, 20/26, 604717 (3),
ACTG2	AD	visceral myopathy, 155310 (3),
ACTH	AR,AD,MF	{obesity, early-onset, susceptibility to}, 601665 (3), , ; obesity, adrenal insufficiency, and red hair due to pomc deficiency, 609734 (3),
ACTHR	AR	glucocorticoid deficiency, due to acth unresponsiveness, 202200 (3),
activin		
ACTL3	AD	visceral myopathy, 155310 (3),
Actl6		
ACTL6	AR,AD	developmental and epileptic encephalopathy 76, 618468 (3), ; intellectual developmental disorder with severe speech and ambulation defects, 618470 (3),
ACTL6A		
ACTL6B	AR,AD	developmental and epileptic encephalopathy 76, 618468 (3), ; intellectual developmental disorder with severe speech and ambulation defects, 618470 (3),
ACTL7A		
ACTL7B		
ACTL9		spermatogenic failure 53, 619258 (3)
ACTN1	AD	bleeding disorder, platelet-type, 15, 615193 (3),
ACTN2	AD	myopathy, distal, 6, adult onset, 618655 (3), ; cardiomyopathy, dilated, 1aa, with or without lvnc, 612158 (3), ; cardiomyopathy, hypertrophic, 23, with or without lvnc, 612158 (3), ; myopathy, congenital with structured cores and z-line abnormalities, 618654 (3),
ACTN3		[alpha-actinin-3 deficiency], 617749 (3); [sprinting performance], 617749 (3)
ACTN4	AD	glomerulosclerosis, focal segmental, 1, 603278 (3),
ACTR		
ActR-IIB		heterotaxy, visceral, 4, 613751 (3)
ACTR1A		
ACTR1B		
ACTR2		
ACTR3		
ActRIB		pancreatic cancer, somatic (3)
ACTRII		
ACTRT1		
ACTRT2		
ACTRT3		
ACTSA	AD	aortic aneurysm, familial thoracic 6, 611788 (3), ; multisystemic smooth muscle dysfunction syndrome, 613834 (3), ; moyamoya disease 5, 614042 (3)
ACTSG	AD	visceral myopathy, 155310 (3),
ACV	AD,AR	spinocerebellar ataxia 29, congenital nonprogressive, 117360 (3), ; spinocerebellar ataxia 15, 606658 (3), ; gillespie syndrome, 206700 (3),
ACVR1	AD	fibrodysplasia ossificans progressiva, 135100 (3),
ACVR1A	AD	fibrodysplasia ossificans progressiva, 135100 (3),
ACVR1B		pancreatic cancer, somatic (3)
ACVR1C		
ACVR2		
ACVR2A		
ACVR2B		heterotaxy, visceral, 4, 613751 (3)
ACVRIP1	AR	nephrotic syndrome, type 15, 617609 (3),
ACVRL1	AD	telangiectasia, hereditary hemorrhagic, type 2, 600376 (3),
ACVRLK1	AD	telangiectasia, hereditary hemorrhagic, type 2, 600376 (3),
ACVRLK2	AD	fibrodysplasia ossificans progressiva, 135100 (3),
ACVRLK3	AD	polyposis syndrome, hereditary mixed, 2, 610069 (3); polyposis, juvenile intestinal, 174900 (3),
ACVRLK4	AD	loeys-dietz syndrome 1, 609192 (3), ; {multiple self-healing squamous epithelioma, susceptibility to}, 132800 (3), |pancreatic cancer, somatic (3)
ACVRLK7		
ACY-3		
ACY1	AR	aminoacylase 1 deficiency, 609924 (3),
ACY1L2		
ACY2	AR	canavan disease, 271900 (3),
ACY3		
ACYP1		
ACYP2		
ACZ	AR	?pontocerebellar hypoplasia, type 3, 608027 (3),
AD-003		
AD-004		
AD-005	AD	holoprosencephaly 12, with or without pancreatic agenesis, 618500 (3), ; vissers-bodmer syndrome, 619033 (3),
AD-015		
AD-017		
AD-FSP	AD	spastic paraplegia 3a, 182600 (3), ; neuropathy, hereditary sensory, type id, 613708 (3),
AD023		
AD024		
AD025		
AD026		
AD031		
AD034		
AD035	AR	spastic paraplegia 46, 614409 (3),
AD037		
AD1	AD	cerebral amyloid angiopathy, dutch, italian, iowa, flemish, arctic variants, 605714 (3), ; alzheimer disease 1, familial, 104300 (3),
AD158		
AD2	AD,AR	hyperlipoproteinemia, type iii, 617347 (3); {coronary artery disease, severe, susceptibility to}, 617347 (3); {?alzheimer disease, protection against, due to apoe3-christchurch}, 607822 (3), ; lipoprotein glomerulopathy, 611771 (3); sea-blue histiocyte disease, 269600 (3), ; {?macular degeneration, age-related}, 603075 (3), ; alzheimer disease 2, 104310 (3),
AD24		
AD3	AD	alzheimer disease, type 3, with spastic paraparesis and unusual plaques, 607822 (3), ; alzheimer disease, type 3, with spastic paraparesis and apraxia, 607822 (3), ; ?acne inversa, familial, 3, 613737 (3), ; alzheimer disease, type 3, 607822 (3), ; dementia, frontotemporal, 600274 (3), ; pick disease, 172700 (3), ; cardiomyopathy, dilated, 1u, 613694 (3),
AD3L	AD	alzheimer disease-4, 606889 (3), ; cardiomyopathy, dilated, 1v, 613697 (3),
AD4	AD	alzheimer disease-4, 606889 (3), ; cardiomyopathy, dilated, 1v, 613697 (3),
AD4BP	AD	adrenocortical insufficiency, 612964 (3), ; 46, xx sex reversal 4, 617480 (3), ; premature ovarian failure 7, 612964 (3), ; spermatogenic failure 8, 613957 (3), ; 46xy sex reversal 3, 612965 (3),
ADA	AR	adenosine deaminase deficiency, partial, 102700 (3), somatic mosaicism; severe combined immunodeficiency due to ada deficiency, 102700 (3), somatic mosaicism
ADA1	AR	adenosine deaminase deficiency, partial, 102700 (3), somatic mosaicism; severe combined immunodeficiency due to ada deficiency, 102700 (3), somatic mosaicism
ADA2	AR	vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome, 615688 (3), ; ?sneddon syndrome, 182410 (3),
ADA2A		
ADA3		
ADAD1		
ADAM-TS10	AR	weill-marchesani syndrome 1, 277600 (3),
ADAM-TS2	AR	ehlers-danlos syndrome, dermatosparaxis type, 225410 (3),
ADAM-TS6		
ADAM-TS7		
ADAM-TS8		
ADAM10	AD	{alzheimer disease 18, susceptibility to}, 615590 (3); reticulate acropigmentation of kitamura, 615537 (3),
ADAM11		
ADAM12		
ADAM15		
ADAM17	AR	?inflammatory skin and bowel disease, neonatal, 1, 614328 (3),
ADAM19		
ADAM2		
ADAM20		
ADAM21		
ADAM22	AR	developmental and epileptic encephalopathy 61, 617933 (3),
ADAM23		
ADAM28		
ADAM29		
ADAM30		
ADAM31		
ADAM32		
ADAM33		
ADAM7		
ADAM8		
ADAM9	AR	cone-rod dystrophy 9, 612775 (3),
ADAMDEC1		
ADAMTS-2		
ADAMTS-3	AR	ehlers-danlos syndrome, dermatosparaxis type, 225410 (3),
ADAMTS-4	AR	hennekam lymphangiectasia-lymphedema syndrome 3, 618154 (3),
ADAMTS1		
ADAMTS10	AR	weill-marchesani syndrome 1, 277600 (3),
ADAMTS11		
ADAMTS12		
ADAMTS13	AR	thrombotic thrombocytopenic purpura, hereditary, 274150 (3),
ADAMTS14		
ADAMTS15		
ADAMTS16		
ADAMTS16s		
ADAMTS17	AR	weill-marchesani 4 syndrome, 613195 (3),
ADAMTS18	AR	microcornea, myopic chorioretinal atrophy, and telecanthus, 615458 (3),
ADAMTS19		
ADAMTS2	AR	ehlers-danlos syndrome, dermatosparaxis type, 225410 (3),
ADAMTS20		
ADAMTS21	AR	microcornea, myopic chorioretinal atrophy, and telecanthus, 615458 (3),
ADAMTS3	AR	hennekam lymphangiectasia-lymphedema syndrome 3, 618154 (3),
ADAMTS4		
ADAMTS5		
ADAMTS6		
ADAMTS7		
ADAMTS8		
ADAMTS9		
ADAMTSL1		
ADAMTSL2	AR	geleophysic dysplasia 1, 231050 (3),
ADAMTSL3		
ADAMTSL4	AR	ectopia lentis et pupillae, 225200 (3), ; ectopia lentis, isolated, 225100 (3),
ADAMTSL6		
ADAMTSR1		
ADANE	AD	{encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3),
ADAP	AR	thrombocytopenia 3, 273900 (3),
ADAP-S	AR	rhizomelic chondrodysplasia punctata, type 3, 600121 (3),
ADAP1		
ADAP2		
ADAP6		
ADAR	AD,AR	dyschromatosis symmetrica hereditaria, 127400 (3), ; aicardi-goutieres syndrome 6, 615010 (3),
ADAR1	AD,AR	dyschromatosis symmetrica hereditaria, 127400 (3), ; aicardi-goutieres syndrome 6, 615010 (3),
ADAR2	AR	neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3),
ADAR2a	AR	neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3),
ADAR2a-L1	AR	neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3),
ADAR2a-L2	AR	neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3),
ADAR2a-L3	AR	neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3),
ADAR2b	AR	neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3),
ADAR2c	AR	neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3),
ADAR2d	AR	neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3),
ADAR2g	AR	neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3),
ADAR3		
ADARB1	AR	neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3),
ADARB2		
ADAS	AR	rhizomelic chondrodysplasia punctata, type 3, 600121 (3),
ADAT1		
ADAT2		
ADAT3	AR	mental retardation, 36, 615286 (3),
ADB2		
ADC		
ADCA	AD	spinocerebellar ataxia 23, 610245 (3),
ADCAD2	AD	{coronary artery disease, 2}, 610947 (3), ; tooth agenesis, selective, 7, 616724 (3),
ADCAII	AD	spinocerebellar ataxia 7, 164500 (3),
ADCK3	AR	coenzyme q10 deficiency, primary, 4, 612016 (3),
ADCK4	AR	nephrotic syndrome, type 9, 615573 (3),
ADCP2		
ADCR	AD	beckwith-wiedemann syndrome, 130650 (3), ; wilms tumor 2, 194071 (3), somatic mutation; silver-russell syndrome 1, 180860 (3),
ADCY1	AR	?deafness, 44, 610154 (3),
ADCY10	AD	{hypercalciuria, absorptive, susceptibility to}, 143870 (3),
ADCY2		
ADCY3	AR	{obesity, susceptibility to, bmiq19}, 617885 (3),
ADCY4		
ADCY5	AD	dyskinesia, familial, with facial myokymia, 606703 (3),
ADCY6	AR	lethal congenital contracture syndrome 8, 616287 (3),
ADCY7		
ADCY8		
ADCY9		
ADCYAP1		
ADCYAP1R1		
ADD1	MF	{hypertension, essential, salt-sensitive}, 145500 (3),
ADD2		
ADD3	AR	cerebral palsy, spastic quadriplegic, 3, 617008 (3),
ADDB		
ADDL	AR	cerebral palsy, spastic quadriplegic, 3, 617008 (3),
ADE2H1		
ADF		
ADFP		
ADGB		
ADGF	AR	vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome, 615688 (3), ; ?sneddon syndrome, 182410 (3),
ADGRA1		
ADGRA2		
ADGRA3		
ADGRB1		
ADGRB2		
ADGRB3		
ADGRC1		
ADGRC2		
ADGRC3		
ADGRD1		
ADGRE1		
ADGRE2	AD	vibratory urticaria, 125630 (3),
ADGRE3		
ADGRE4P		
ADGRE5		
ADGRF1		
ADGRF4		
ADGRG1	AR	polymicrogyria, bilateral perisylvian, 615752 (3); polymicrogyria, bilateral frontoparietal, 606854 (3),
ADGRG2	XL	congenital bilateral absence of vas deferens, 300985 (3),
ADGRG3		
ADGRG5		
ADGRG6	AR	lethal congenital contracture syndrome 9, 616503 (3),
ADGRG7		
ADGRL1		
ADGRL2		
ADGRL3		
ADGRL4		
ADGRV1	AR,AD	usher syndrome, type 2c, 605472 (3), digenic ; ?febrile seizures, familial, 4, 604352 (3), ; usher syndrome, type 2c, gpr98/pdzd7 digenic, 605472 (3), digenic
ADH	AD	diabetes insipidus, neurohypophyseal, 125700 (3),
ADH-2		
ADH-3		amed syndrome, digenic, 619151 (3), digenic
ADH-4		
ADH-5		
ADH1		
ADH1A		
ADH1B	MF	{alcohol dependence, protection against}, 103780 (3), ; {aerodigestive tract cancer, squamous cell, alcohol-related, protection against}, 103780 (3),
ADH1C	MF,AD	{parkinson disease, susceptibility to}, 168600 (3), ; {alcohol dependence, protection against}, 103780 (3),
ADH2	MF	{alcohol dependence, protection against}, 103780 (3), ; {aerodigestive tract cancer, squamous cell, alcohol-related, protection against}, 103780 (3),
ADH3	MF,AD	{parkinson disease, susceptibility to}, 168600 (3), ; {alcohol dependence, protection against}, 103780 (3),
ADH4		
ADH5		amed syndrome, digenic, 619151 (3), digenic
ADH6		
ADH7		
adhalin	AR	muscular dystrophy, limb-girdle, 3, 608099 (3),
ADHAPS	AR	rhizomelic chondrodysplasia punctata, type 3, 600121 (3),
ADHFE1		
ADHX		amed syndrome, digenic, 619151 (3), digenic
ADI1		
ADIG		
ADIPOLIN		
adiponectin		adiponectin deficiency, 612556 (3)
adiponutrin		
ADIPOQ		adiponectin deficiency, 612556 (3)
ADIPOR1		
ADIPOR2		
ADIR		
ADIR2		
ADK	AR	hypermethioninemia due to adenosine kinase deficiency, 614300 (3),
ADL	AR	muscular dystrophy, limb-girdle, 3, 608099 (3),
ADM		
ADMCKD	AD	tubulointerstitial kidney disease, 2, 174000 (3),
ADMCKD1	AD	tubulointerstitial kidney disease, 2, 174000 (3),
ADMLX	XLR,XL	hypogonadotropic hypogonadism 1 with or without anosmia (kallmann syndrome 1), 308700 (3),
ADMP		
ADMP-1		
ADMP-2		
ADN	AR	complement factor d deficiency, 613912 (3),
ADNIV	AD	vitreoretinopathy, neovascular inflammatory, 193235 (3),
ADNP	AD	helsmoortel-van der aa syndrome, 615873 (3),
ADNP1	AD	helsmoortel-van der aa syndrome, 615873 (3),
ADNP2		
ADO		
adoplin-2		
ADORA1		
ADORA2		
ADORA2A		
ADORA2B		
ADORA3		
ADP-GK		
ADPGK		
AdPLA		
ADPN		
ADPRH		
ADPRHL1		
ADPRHL2	AR	neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures, 618170 (3),
ADPRS	AR	neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures, 618170 (3),
ADPRT		
ADPRT3		
ADPRTL1		
ADPRTL2		
ADPRTL3		
ADPS	AR	rhizomelic chondrodysplasia punctata, type 3, 600121 (3),
ADPSP	AD	spastic paraplegia 4, 182601 (3),
ADR	AR	auditory neuropathy and optic atrophy, 617717 (3),
ADRA1		
ADRA1A		
ADRA1B		
ADRA1C		
ADRA1D		
ADRA1L1		
ADRA1R		
ADRA2		
ADRA2A		
ADRA2B		
ADRA2C		{congestive heart failure and beta-blocker response, modifier of} (3)
ADRA2L1		
ADRA2L2		{congestive heart failure and beta-blocker response, modifier of} (3)
ADRA2R		
ADRA2RL1		
ADRA2RL2		{congestive heart failure and beta-blocker response, modifier of} (3)
ADRAR		
ADRARL1		
ADRARL2		{congestive heart failure and beta-blocker response, modifier of} (3)
ADRB1	AD	[resting heart rate], 607276 (3); [short sleep, familial natural, 2], 618591 (3),
ADRB1R	AD	[resting heart rate], 607276 (3); [short sleep, familial natural, 2], 618591 (3),
ADRB2	AD,AR,MF	{asthma, nocturnal, susceptibility to}, 600807 (3), ; {obesity, susceptibility to}, 601665 (3), , ; beta-2-adrenoreceptor agonist, reduced response to (3)
ADRB2R	AD,AR,MF	{asthma, nocturnal, susceptibility to}, 600807 (3), ; {obesity, susceptibility to}, 601665 (3), , ; beta-2-adrenoreceptor agonist, reduced response to (3)
ADRB2RL1	AD	periodic fever, menstrual cycle dependent, 614674 (3),
ADRB3	AR,AD,MF	{obesity, susceptibility to}, 601665 (3), ,
ADRBK1		
ADRBK2		
ADRBR	AD,AR,MF	{asthma, nocturnal, susceptibility to}, 600807 (3), ; {obesity, susceptibility to}, 601665 (3), , ; beta-2-adrenoreceptor agonist, reduced response to (3)
ADRBRL1	AD	periodic fever, menstrual cycle dependent, 614674 (3),
adrenoleukodystrophy	XLR,XL	adrenomyeloneuropathy, adult, 300100 (3), ; adrenoleukodystrophy, 300100 (3),
ADRM1		
ADRP		
Adrx		
ADSA	AD	ataxia, sensory, 1, 608984 (3),
ADSF	AD	{diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3), ; {hypertension, insulin resistance-related, susceptibility to}, 125853 (3),
ADSL	AR	adenylosuccinase deficiency, 103050 (3),
ADSS		
ADSS1	AR	myopathy, distal, 5, 617030 (3),
ADSS2		
ADSSL1	AR	myopathy, distal, 5, 617030 (3),
ADTAA		
ADTAB		
ADTB1	AR	keratitis-ichthyosis-deafness syndrome, 242150 (3),
ADTB2		
ADTB3A	AR	hermansky-pudlak syndrome 2, 608233 (3),
ADTD	AR	?hermansky-pudlak syndrome 10, 617050 (3),
ADTG		
ADTRP		
ADVIL	AR	nephrotic syndrome, type 21, 618594 (3),
ADX		
ADXR	AR	auditory neuropathy and optic atrophy, 617717 (3),
AE01		
AE1	AD,AR	[blood group, swann], 601550 (3); [blood group, froese], 601551 (3); [blood group, waldner], 112010 (3); spherocytosis, type 4, 612653 (3), ; cryohydrocytosis, 185020 (3), ; distal renal tubular acidosis 4 with hemolytic anemia, 611590 (3), ; ovalocytosis, sa type, 166900 (3), ; [malaria, resistance to], 611162 (3); [blood group, diego], 110500 (3); distal renal tubular acidosis 1, 179800 (3), ; [blood group, wright], 112050 (3)
AE2		
AE3		
AE4		
AEBP1	AR	ehlers-danlos syndrome, classic-like, 2, 618000 (3),
AEBP2		
AEG-1		
Aeg2		
AEGL1		
AEGP		
AEMK	AD	episodic ataxia/myokymia syndrome, 160120 (3),
AEN		
AEPLC		
AER61	AR	adams-oliver syndrome 4, 615297 (3),
AES		
AEZ	AR	acrodermatitis enteropathica, 201100 (3),
AF		
AF-1	AR	immunodeficiency 28, mycobacteriosis, 614889 (3),
AF-1P		
AF-4		
AF-6		
AF-9		
AF1		
AF10	AD	leukemia, acute myeloid, 601626 (3), somatic mutation
AF15Q14	AR	microcephaly 4, primary, 604321 (3),
AF17		
AF17q25	AD	amyotrophy, hereditary neuralgic, 162100 (3),
AF1Q		
AF3P21		
AF4		
AF5Q31	AD	chops syndrome, 616368 (3),
AF6		
AF6q21		
AF9		
AF9Q34		
AFAF		
AFAP		
AFAP-110		
AFAP1		
AFAP1L1		
AFAP1L2		
AFAR		
AFAR3		
AFBP		
AFCP		
AFDN		
AFF1		
AFF2	XL,XLR	intellectual developmental disorder, 109, 309548 (3),
AFF3		
AFF4	AD	chops syndrome, 616368 (3),
AFG1		
AFG1L		
AFG2	AR	epilepsy, hearing loss, and mental retardation syndrome, 616577 (3),
AFG3		
AFG3L1		
AFG3L1P		
AFG3L2	AR,AD	spastic ataxia 5, 614487 (3), ; optic atrophy 12, 618977 (3), ; spinocerebellar ataxia 28, 610246 (3),
AFGF		
AFM		
AFP	AR,AD	alpha-fetoprotein deficiency, 615969 (3), ; [hereditary persistence of alpha-fetoprotein], 615970 (3),
AFT		
AFURS1		
AFX1		
AG1		
AG2		
AG2S	AR,MF	renal tubular dysgenesis, 267430 (3), ; {hypertension, essential}, 145500 (3),
AGA	AR	aspartylglucosaminuria, 208400 (3),
AGAP1		
AGAP2		
AGAP3		
AGAS	AR	n-acetylglutamate synthase deficiency, 237310 (3),
AGAT	AR,AD	cerebral creatine deficiency syndrome 3, 612718 (3), ; fanconi renotubular syndrome 1, 134600 (3),
AGBL1	AD	corneal dystrophy, fuchs endothelial, 8, 615523 (3),
AGBL2		
AGBL3		
AGBL4		
AGBL5	AR	retinitis pigmentosa 75, 617023 (3),
AGC1	AD,AR	short stature and advanced bone age, with or without early-onset osteoarthritis and/or osteochondritis dissecans, 165800 (3), ; spondyloepimetaphyseal dysplasia, aggrecan type, 612813 (3), ; ?spondyloepiphyseal dysplasia, kimberley type, 608361 (3),
AGD1		
AGD2		
AGER		
AGF		
AGFG1		
AGFG2		
